match_date,kot,round_type,season_round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,stadium,attendance,season
07/01/2023,4:30 PM,Regular round,17,Maccabi Tel Aviv,FC Ashdod,2,8,FC Ashdod,3,0,Nael Odeh,Bloomfield,21824,2022
07/01/2023,5:00 PM,Regular round,17,Hapoel Haifa,Hapoel Hadera,5,7,Hapoel Hadera,3,0,Igal Frid,Sammy Ofer Stadium,1780,2022
07/01/2023,6:30 PM,Regular round,17,Hapoel Jerusalem,Beitar Jerusalem,4,6,Beitar Jerusalem,1,1,Orel Grinfeld,Teddy-Kollek-Stadion,15465,2022
08/01/2023,6:00 PM,Regular round,17,Maccabi Bnei Reineh,Ironi Kiryat Shmona,14,12,Maccabi Bnei Reineh,0,1,Aviad Shiloah,Green Stadium,0,2022
08/01/2023,7:15 PM,Regular round,17,Sekzia Ness Ziona,Maccabi Haifa,13,1,Sekzia Ness Ziona,0,2,Snir Levi,HaMoshava Stadium,10358,2022
09/01/2023,6:30 PM,Regular round,17,Hapoel Beer Sheva,Hapoel Tel Aviv,3,11,Hapoel Tel Aviv,6,0,Idan Leiba,Toto Jacob Turner Stadium,14721,2022
14/01/2023,2:00 PM,Regular round,18,Hapoel Tel Aviv,Sekzia Ness Ziona,11,13,Sekzia Ness Ziona,1,1,Igal Frid,Bloomfield,7400,2022
14/01/2023,4:30 PM,Regular round,18,Ironi Kiryat Shmona,Hapoel Hadera,12,7,Ironi Kiryat Shmona,2,2,Gal Levi,Kiryat Shmona Municipal Stadium,772,2022
14/01/2023,5:00 PM,Regular round,18,FC Ashdod,Maccabi Bnei Reineh,5,14,Maccabi Bnei Reineh,3,0,David Fucsman,Yud-Alef Stadion,625,2022
14/01/2023,6:00 PM,Regular round,18,Maccabi Netanya,Hapoel Haifa,9,8,Maccabi Netanya,1,0,Niv Steif,Netanya Stadium,4076,2022
15/01/2023,7:15 PM,Regular round,18,Maccabi Haifa,Hapoel Jerusalem,1,4,Hapoel Jerusalem,2,1,Shalom Ben Avraham,Sammy Ofer Stadium,27854,2022
16/01/2023,7:30 PM,Regular round,18,Beitar Jerusalem,Maccabi Tel Aviv,6,3,Beitar Jerusalem,2,2,Gal Leibovitz,Teddy-Kollek-Stadion,23000,2022
08/02/2023,6:45 PM,Regular round,18,Ihud Bnei Sakhnin,Hapoel Beer Sheva,10,2,Ihud Bnei Sakhnin,0,1,Aviad Shiloah,Doha Stadium,2000,2022
21/01/2023,2:00 PM,Regular round,19,Hapoel Jerusalem,Hapoel Tel Aviv,4,11,Hapoel Tel Aviv,0,0,Aviad Shiloah,Teddy-Kollek-Stadion,4739,2022
21/01/2023,4:30 PM,Regular round,19,Hapoel Haifa,Ironi Kiryat Shmona,7,13,Ironi Kiryat Shmona,1,0,Yoav Mizrahi,Sammy Ofer Stadium,2250,2022
21/01/2023,5:00 PM,Regular round,19,Hapoel Hadera,FC Ashdod,9,5,Hapoel Hadera,0,2,Ohad Asulin,Netanya Stadium,1062,2022
21/01/2023,5:00 PM,Regular round,19,Sekzia Ness Ziona,Ihud Bnei Sakhnin,12,10,Sekzia Ness Ziona,0,0,Niv Steif,HaMoshava Stadium,350,2022
21/01/2023,6:30 PM,Regular round,19,Maccabi Bnei Reineh,Beitar Jerusalem,14,6,Maccabi Bnei Reineh,0,2,Snir Levi,Green Stadium,2304,2022
22/01/2023,7:15 PM,Regular round,19,Hapoel Beer Sheva,Maccabi Netanya,3,8,Maccabi Netanya,2,2,Igal Frid,Toto Jacob Turner Stadium,12428,2022
23/01/2023,7:30 PM,Regular round,19,Maccabi Tel Aviv,Maccabi Haifa,2,1,Maccabi Tel Aviv,3,0,Orel Grinfeld,Bloomfield,27279,2022
28/01/2023,2:00 PM,Regular round,20,Maccabi Haifa,Maccabi Bnei Reineh,1,14,Maccabi Bnei Reineh,0,0,Igal Frid,Sammy Ofer Stadium,24753,2022
28/01/2023,4:30 PM,Regular round,20,FC Ashdod,Ironi Kiryat Shmona,5,12,Ironi Kiryat Shmona,1,1,Niv Steif,Yud-Alef Stadion,1373,2022
28/01/2023,5:00 PM,Regular round,20,Maccabi Netanya,Sekzia Ness Ziona,7,13,Sekzia Ness Ziona,3,0,Majed Rushrush,Netanya Stadium,5370,2022
28/01/2023,6:30 PM,Regular round,20,Beitar Jerusalem,Hapoel Hadera,6,8,Hapoel Hadera,0,2,Roi Reinshreiber,HaMoshava Stadium,8000,2022
28/01/2023,7:00 PM,Regular round,20,Hapoel Tel Aviv,Maccabi Tel Aviv,11,3,Hapoel Tel Aviv,0,0,Snir Levi,Bloomfield,21850,2022
29/01/2023,7:15 PM,Regular round,20,Hapoel Haifa,Hapoel Beer Sheva,9,2,Hapoel Haifa,0,1,Nael Odeh,Sammy Ofer Stadium,3370,2022
30/01/2023,7:00 PM,Regular round,20,Ihud Bnei Sakhnin,Hapoel Jerusalem,10,4,Ihud Bnei Sakhnin,2,1,Gal Levi,Doha Stadium,1300,2022
04/02/2023,2:00 PM,Regular round,21,Sekzia Ness Ziona,Hapoel Beer Sheva,13,2,Sekzia Ness Ziona,0,1,Idan Leiba,HaMoshava Stadium,2887,2022
04/02/2023,4:30 PM,Regular round,21,Maccabi Tel Aviv,Ihud Bnei Sakhnin,3,10,Ihud Bnei Sakhnin,1,1,Igal Frid,Bloomfield,18190,2022
04/02/2023,5:00 PM,Regular round,21,Hapoel Haifa,FC Ashdod,9,7,Hapoel Haifa,1,1,Eitan Shmuelevic,Sammy Ofer Stadium,2250,2022
04/02/2023,5:00 PM,Regular round,21,Hapoel Jerusalem,Maccabi Netanya,4,6,Maccabi Netanya,0,2,Roi Reinshreiber,Teddy-Kollek-Stadion,1757,2022
04/02/2023,6:30 PM,Regular round,21,Ironi Kiryat Shmona,Beitar Jerusalem,12,5,Ironi Kiryat Shmona,0,3,Nael Odeh,Kiryat Shmona Municipal Stadium,2700,2022
05/02/2023,7:15 PM,Regular round,21,Maccabi Bnei Reineh,Hapoel Tel Aviv,14,11,Maccabi Bnei Reineh,1,1,Shalom Ben Avraham,Netanya Stadium,2355,2022
08/02/2023,7:30 PM,Regular round,21,Hapoel Hadera,Maccabi Haifa,8,1,Hapoel Hadera,1,1,Gal Leibovitz,Netanya Stadium,8800,2022
11/02/2023,2:00 PM,Regular round,22,Beitar Jerusalem,FC Ashdod,4,8,FC Ashdod,2,1,Idan Leiba,Teddy-Kollek-Stadion,16000,2022
11/02/2023,4:30 PM,Regular round,22,Hapoel Beer Sheva,Hapoel Jerusalem,2,6,Hapoel Jerusalem,0,0,Orel Grinfeld,Toto Jacob Turner Stadium,14746,2022
11/02/2023,5:30 PM,Regular round,22,Sekzia Ness Ziona,Hapoel Haifa,14,7,Sekzia Ness Ziona,0,2,Dekel Tzino,HaMoshava Stadium,716,2022
11/02/2023,5:30 PM,Regular round,22,Ihud Bnei Sakhnin,Maccabi Bnei Reineh,10,12,Maccabi Bnei Reineh,1,1,Ohad Asulin,Doha Stadium,1500,2022
11/02/2023,6:30 PM,Regular round,22,Maccabi Haifa,Ironi Kiryat Shmona,1,13,Ironi Kiryat Shmona,2,0,Roi Reinshreiber,Sammy Ofer Stadium,29073,2022
12/02/2023,7:15 PM,Regular round,22,Hapoel Tel Aviv,Hapoel Hadera,11,9,Hapoel Tel Aviv,0,0,Eitan Shmuelevic,Bloomfield,6933,2022
13/02/2023,7:30 PM,Regular round,22,Maccabi Netanya,Maccabi Tel Aviv,5,3,Maccabi Netanya,2,1,Nael Odeh,Netanya Stadium,11831,2022
18/02/2023,2:00 PM,Regular round,23,Ironi Kiryat Shmona,Hapoel Tel Aviv,13,11,Ironi Kiryat Shmona,0,1,Idan Leiba,Kiryat Shmona Municipal Stadium,3500,2022
18/02/2023,4:30 PM,Regular round,23,Maccabi Bnei Reineh,Maccabi Netanya,12,4,Maccabi Bnei Reineh,1,2,Snir Levi,Green Stadium,1639,2022
18/02/2023,5:30 PM,Regular round,23,Hapoel Hadera,Ihud Bnei Sakhnin,10,9,Hapoel Hadera,1,3,Yoav Mizrahi,Netanya Stadium,1350,2022
18/02/2023,5:30 PM,Regular round,23,Hapoel Jerusalem,Sekzia Ness Ziona,5,14,Sekzia Ness Ziona,1,0,Ohad Asulin,Teddy-Kollek-Stadion,1924,2022
18/02/2023,6:30 PM,Regular round,23,FC Ashdod,Maccabi Haifa,7,1,FC Ashdod,3,1,Igal Frid,Yud-Alef Stadion,6470,2022
19/02/2023,7:15 PM,Regular round,23,Hapoel Haifa,Beitar Jerusalem,8,6,Hapoel Haifa,0,0,Orel Grinfeld,Sammy Ofer Stadium,10350,2022
20/02/2023,7:30 PM,Regular round,23,Maccabi Tel Aviv,Hapoel Beer Sheva,3,2,Maccabi Tel Aviv,1,0,Roi Reinshreiber,Bloomfield,22579,2022
25/02/2023,2:00 PM,Regular round,24,Hapoel Tel Aviv,FC Ashdod,11,6,Hapoel Tel Aviv,1,2,Orel Grinfeld,Bloomfield,10300,2022
25/02/2023,4:30 PM,Regular round,24,Sekzia Ness Ziona,Maccabi Tel Aviv,14,3,Sekzia Ness Ziona,0,2,David Fucsman,HaMoshava Stadium,8596,2022
25/02/2023,5:30 PM,Regular round,24,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,9,12,Ironi Kiryat Shmona,1,3,Snir Levi,Doha Stadium,3073,2022
25/02/2023,6:00 PM,Regular round,24,Maccabi Netanya,Hapoel Hadera,4,10,Hapoel Hadera,1,0,Aviad Shiloah,Netanya Stadium,6029,2022
25/02/2023,7:00 PM,Regular round,24,Maccabi Haifa,Beitar Jerusalem,1,7,Beitar Jerusalem,2,1,Gal Leibovitz,Sammy Ofer Stadium,29352,2022
26/02/2023,7:15 PM,Regular round,24,Hapoel Jerusalem,Hapoel Haifa,5,8,Hapoel Haifa,2,2,Igal Frid,Teddy-Kollek-Stadion,1754,2022
27/02/2023,7:00 PM,Regular round,24,Hapoel Beer Sheva,Maccabi Bnei Reineh,2,13,Maccabi Bnei Reineh,2,0,Idan Leiba,Toto Jacob Turner Stadium,10518,2022
04/03/2023,2:00 PM,Regular round,25,Ironi Kiryat Shmona,Maccabi Netanya,12,4,Ironi Kiryat Shmona,2,2,Nael Odeh,Kiryat Shmona Municipal Stadium,2314,2022
04/03/2023,4:30 PM,Regular round,25,Hapoel Hadera,Hapoel Beer Sheva,11,2,Hapoel Hadera,0,3,David Fucsman,Netanya Stadium,2753,2022
04/03/2023,5:30 PM,Regular round,25,FC Ashdod,Ihud Bnei Sakhnin,6,9,Ihud Bnei Sakhnin,1,1,Ohad Asulin,Yud-Alef Stadion,2197,2022
04/03/2023,5:30 PM,Regular round,25,Maccabi Bnei Reineh,Sekzia Ness Ziona,13,14,Sekzia Ness Ziona,3,2,Eitan Shmuelevic,Green Stadium,900,2022
04/03/2023,6:30 PM,Regular round,25,Maccabi Tel Aviv,Hapoel Jerusalem,3,5,Hapoel Jerusalem,1,2,Idan Leiba,Bloomfield,22309,2022
05/03/2023,7:15 PM,Regular round,25,Beitar Jerusalem,Hapoel Tel Aviv,7,10,Hapoel Tel Aviv,1,3,Igal Frid,Teddy-Kollek-Stadion,22000,2022
06/03/2023,7:30 PM,Regular round,25,Maccabi Haifa,Hapoel Haifa,1,8,Hapoel Haifa,4,1,Snir Levi,Sammy Ofer Stadium,29105,2022
11/03/2023,7:00 PM,Regular round,26,Hapoel Haifa,Maccabi Tel Aviv,8,3,Hapoel Haifa,1,1,Aviad Shiloah,Sammy Ofer Stadium,5610,2022
11/03/2023,7:00 PM,Regular round,26,Hapoel Jerusalem,Maccabi Bnei Reineh,5,12,Maccabi Bnei Reineh,0,1,Ohad Asulin,Teddy-Kollek-Stadion,2661,2022
11/03/2023,7:00 PM,Regular round,26,Sekzia Ness Ziona,Hapoel Hadera,14,10,Sekzia Ness Ziona,1,3,Niv Steif,HaMoshava Stadium,370,2022
11/03/2023,7:00 PM,Regular round,26,Maccabi Netanya,FC Ashdod,4,6,FC Ashdod,0,2,Snir Levi,Netanya Stadium,6778,2022
11/03/2023,7:00 PM,Regular round,26,Ihud Bnei Sakhnin,Beitar Jerusalem,9,7,Ihud Bnei Sakhnin,2,0,Idan Leiba,Doha Stadium,4000,2022
12/03/2023,7:15 PM,Regular round,26,Hapoel Beer Sheva,Ironi Kiryat Shmona,2,13,Ironi Kiryat Shmona,2,1,Shalom Ben Avraham,Toto Jacob Turner Stadium,11678,2022
13/03/2023,7:30 PM,Regular round,26,Hapoel Tel Aviv,Maccabi Haifa,11,1,Hapoel Tel Aviv,0,1,Eitan Shmuelevic,Bloomfield,23900,2022
18/03/2023,2:00 PM, Championship round,1,Hapoel Beer Sheva,Hapoel Jerusalem,2,5,Hapoel Jerusalem,1,0,Nael Odeh,Toto Jacob Turner Stadium,12536,2022
18/03/2023,4:30 PM, Championship round,1,Maccabi Tel Aviv,Maccabi Netanya,3,4,Maccabi Netanya,2,0,Gal Leibovitz,Bloomfield,16602,2022
18/03/2023,7:00 PM, Championship round,1,Maccabi Haifa,FC Ashdod,1,6,FC Ashdod,2,1,Aviad Shiloah,Sammy Ofer Stadium,28076,2022
01/04/2023,5:30 PM, Championship round,2,Hapoel Jerusalem,Maccabi Tel Aviv,6,3,Hapoel Jerusalem,0,2,David Fucsman,Teddy-Kollek-Stadion,4242,2022
01/04/2023,7:00 PM, Championship round,2,Maccabi Haifa,Hapoel Beer Sheva,1,2,Hapoel Beer Sheva,1,0,Orel Grinfeld,Sammy Ofer Stadium,29875,2022
01/04/2023,7:00 PM, Championship round,2,FC Ashdod,Maccabi Netanya,4,5,Maccabi Netanya,3,2,Refael Geva,Yud-Alef Stadion,2422,2022
04/04/2023,6:45 PM, Championship round,3,Maccabi Netanya,Hapoel Jerusalem,6,4,Maccabi Netanya,0,2,Niv Steif,Netanya Stadium,3484,2022
04/04/2023,7:00 PM, Championship round,3,Hapoel Beer Sheva,FC Ashdod,2,5,FC Ashdod,3,1,Gal Leibovitz,Toto Jacob Turner Stadium,10448,2022
04/04/2023,7:30 PM, Championship round,3,Maccabi Tel Aviv,Maccabi Haifa,3,1,Maccabi Tel Aviv,1,1,Roi Reinshreiber,Bloomfield,26330,2022
08/04/2023,4:30 PM, Championship round,4,FC Ashdod,Hapoel Jerusalem,5,4,FC Ashdod,0,1,Dekel Tzino,Yud-Alef Stadion,2231,2022
08/04/2023,7:00 PM, Championship round,4,Maccabi Haifa,Maccabi Netanya,1,6,Maccabi Netanya,4,1,Igal Frid,Sammy Ofer Stadium,29431,2022
10/04/2023,7:30 PM, Championship round,4,Hapoel Beer Sheva,Maccabi Tel Aviv,2,3,Maccabi Tel Aviv,1,2,Eitan Shmuelevic,Toto Jacob Turner Stadium,15114,2022
15/04/2023,5:30 PM, Championship round,5,Hapoel Jerusalem,Maccabi Haifa,4,1,Hapoel Jerusalem,2,1,Idan Leiba,Teddy-Kollek-Stadion,18755,2022
15/04/2023,7:00 PM, Championship round,5,Maccabi Tel Aviv,FC Ashdod,3,5,FC Ashdod,1,1,Nael Odeh,Bloomfield,15686,2022
16/04/2023,7:30 PM, Championship round,5,Maccabi Netanya,Hapoel Beer Sheva,6,2,Maccabi Netanya,1,1,Aviad Shiloah,Netanya Stadium,6341,2022
22/04/2023,5:30 PM, Championship round,6,Hapoel Jerusalem,Hapoel Beer Sheva,4,2,Hapoel Jerusalem,1,2,Shalom Ben Avraham,Teddy-Kollek-Stadion,2988,2022
22/04/2023,7:00 PM, Championship round,6,Maccabi Netanya,Maccabi Tel Aviv,6,3,Maccabi Netanya,0,0,Snir Levi,Netanya Stadium,8730,2022
23/04/2023,7:30 PM, Championship round,6,FC Ashdod,Maccabi Haifa,5,1,FC Ashdod,1,2,Orel Grinfeld,Yud-Alef Stadion,6497,2022
29/04/2023,5:30 PM, Championship round,7,Maccabi Netanya,FC Ashdod,5,6,FC Ashdod,2,0,Yoav Mizrahi,Netanya Stadium,0,2022
29/04/2023,7:00 PM, Championship round,7,Maccabi Tel Aviv,Hapoel Jerusalem,3,4,Hapoel Jerusalem,2,1,Ohad Asulin,Bloomfield,0,2022
01/05/2023,7:30 PM, Championship round,7,Hapoel Beer Sheva,Maccabi Haifa,2,1,Hapoel Beer Sheva,2,1,Roi Reinshreiber,Toto Jacob Turner Stadium,0,2022
18/03/2023,5:30 PM,Relegation round,1,Hapoel Hadera,Sekzia Ness Ziona,4,8,Sekzia Ness Ziona,1,2,Igal Frid,Netanya Stadium,648,2022
18/03/2023,6:30 PM,Relegation round,1,Beitar Jerusalem,Hapoel Tel Aviv,3,5,Hapoel Tel Aviv,2,1,Roi Reinshreiber,Teddy-Kollek-Stadion,9000,2022
19/03/2023,6:00 PM,Relegation round,1,Ihud Bnei Sakhnin,Maccabi Bnei Reineh,2,6,Maccabi Bnei Reineh,2,2,Orel Grinfeld,Doha Stadium,1000,2022
19/03/2023,7:15 PM,Relegation round,1,Hapoel Haifa,Ironi Kiryat Shmona,1,7,Ironi Kiryat Shmona,1,1,David Fucsman,Sammy Ofer Stadium,700,2022
01/04/2023,3:00 PM,Relegation round,2,Hapoel Tel Aviv,Sekzia Ness Ziona,4,8,Sekzia Ness Ziona,2,1,Idan Leiba,Bloomfield,9360,2022
02/04/2023,7:30 PM,Relegation round,2,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,7,2,Ironi Kiryat Shmona,2,2,Eitan Shmuelevic,Kiryat Shmona Municipal Stadium,1219,2022
02/04/2023,7:30 PM,Relegation round,2,Maccabi Bnei Reineh,Hapoel Hadera,6,5,Maccabi Bnei Reineh,1,1,Snir Levi,Green Stadium,914,2022
03/04/2023,7:15 PM,Relegation round,2,Beitar Jerusalem,Hapoel Haifa,1,3,Hapoel Haifa,2,0,Yoav Mizrahi,Teddy-Kollek-Stadion,5336,2022
15/04/2023,3:00 PM,Relegation round,3,Hapoel Haifa,Hapoel Tel Aviv,2,5,Hapoel Tel Aviv,1,0,Shalom Ben Avraham,Sammy Ofer Stadium,3950,2022
15/04/2023,7:00 PM,Relegation round,3,Sekzia Ness Ziona,Maccabi Bnei Reineh,8,6,Sekzia Ness Ziona,1,2,David Fucsman,HaMoshava Stadium,419,2022
15/04/2023,7:00 PM,Relegation round,3,Hapoel Hadera,Ironi Kiryat Shmona,4,7,Ironi Kiryat Shmona,1,1,Roi Reinshreiber,Netanya Stadium,980,2022
16/04/2023,7:15 PM,Relegation round,3,Ihud Bnei Sakhnin,Beitar Jerusalem,1,3,Beitar Jerusalem,4,3,Snir Levi,HaMoshava Stadium,5656,2022
22/04/2023,3:00 PM,Relegation round,4,Hapoel Tel Aviv,Maccabi Bnei Reineh,6,4,Hapoel Tel Aviv,1,2,Aviad Shiloah,Bloomfield,9122,2022
22/04/2023,7:00 PM,Relegation round,4,Ironi Kiryat Shmona,Sekzia Ness Ziona,7,8,Sekzia Ness Ziona,1,1,Igal Frid,Kiryat Shmona Municipal Stadium,1380,2022
22/04/2023,7:00 PM,Relegation round,4,Hapoel Haifa,Ihud Bnei Sakhnin,3,2,Hapoel Haifa,2,2,Majed Rushrush,Sammy Ofer Stadium,1850,2022
23/04/2023,7:15 PM,Relegation round,4,Beitar Jerusalem,Hapoel Hadera,1,5,Hapoel Hadera,2,1,Gal Levi,HaMoshava Stadium,4697,2022
29/04/2023,4:00 PM,Relegation round,5,Maccabi Bnei Reineh,Ironi Kiryat Shmona,5,7,Ironi Kiryat Shmona,1,3,Orel Grinfeld,Green Stadium,0,2022
29/04/2023,7:00 PM,Relegation round,5,Sekzia Ness Ziona,Beitar Jerusalem,8,1,Sekzia Ness Ziona,1,3,Nael Odeh,HaMoshava Stadium,0,2022
30/04/2023,6:00 PM,Relegation round,5,Hapoel Hadera,Hapoel Haifa,6,2,Hapoel Hadera,1,2,Dekel Tzino,Netanya Stadium,0,2022
30/04/2023,7:15 PM,Relegation round,5,Ihud Bnei Sakhnin,Hapoel Tel Aviv,3,4,Hapoel Tel Aviv,0,1,Gal Leibovitz,Doha Stadium,0,2022
06/05/2023,5:45 PM,Relegation round,6,Hapoel Tel Aviv,Ironi Kiryat Shmona,5,7,Ironi Kiryat Shmona,2,2,Roi Reinshreiber,Bloomfield,0,2022
06/05/2023,5:45 PM,Relegation round,6,Beitar Jerusalem,Maccabi Bnei Reineh,1,4,Maccabi Bnei Reineh,0,1,David Fucsman,Teddy-Kollek-Stadion,0,2022
06/05/2023,5:45 PM,Relegation round,6,Ihud Bnei Sakhnin,Hapoel Hadera,3,6,Hapoel Hadera,2,3,Idan Leiba,Doha Stadium,0,2022
06/05/2023,5:45 PM,Relegation round,6,Hapoel Haifa,Sekzia Ness Ziona,2,8,Sekzia Ness Ziona,0,1,Refael Geva,Sammy Ofer Stadium,0,2022
